招生信息,,,,,,,,,2024年,,,2023年,,,2022年,,,2021年,,,2020年,,
批次,院校代码,院校名称,专业代码,专业名称,计划人数,学费,学制,选科要求,专业名称2024,投档计划数2024,最低位次2024,专业名称2023,投档计划数2023,最低位次2023,专业名称2022,投档计划数2022,最低位次2022,投档计划数2021,最低位次2021,专业名称2021,投档计划数2020,最低位次2020,专业名称2020
本科提前批,H213,哈尔滨工业大学(威海),20,工科试验班(综合评价招生，机器人与智能装备类拔尖班)(机器人工程、机械设计制造及其自动化、精密仪器、飞行器制造工程、飞行器动力工程、智能感知工程、测控技术与仪器、智能制造工程、机械电子工程、仿生科学与工程、工业工程、能源与动力工程、核工程与核技术、新能源科学与工程、储能科学与工程)(本专业类内任选专业。后2年校本部(哈尔滨)培养，转专业范围仅限工科试验班(机器人与智能装备拔尖班)、工科试验班(先进材料与智能制造类拔尖班)、工科试验班(智能土木类拔尖班)、工科试验班(生态环境类拔尖班)专业),100,6600,4,物理和化学,,,,,,,,,,,,,29,11964,数学类
本科提前批,H213,哈尔滨工业大学(威海),29,船舶与海洋工程(综合评价招生)(该专业所录取考生投档成绩在我校普通本科一批非卓越优才计划类专业最低投档成绩以上，入学后方可享有申请转专业类(专业)机会，入学后具体转专业政策详询学校),15,6600,4,物理和化学,,,,软件工程,70,9708,软件工程,62,9943,,,,,,
本科提前批,A446,曲阜师范大学,1G,教育技术学(省属公费师范生，面向聊城市就业)(日照校区),1,免费,4,物理,,,,,,,思想政治教育(师范类),142,55072,,,,,,
本科提前批,A446,曲阜师范大学,1J,教育技术学(省属公费师范生，面向青岛市就业)(日照校区),1,免费,4,物理,,,,,,,旅游管理(地方专项计划),10,121949,,,,,,
本科提前批,A446,曲阜师范大学,1Q,教育技术学(省属公费师范生，面向枣庄市就业)(日照校区),1,免费,4,物理,,,,,,,生态学,36,102192,,,,,,
本科提前批,A446,曲阜师范大学,5A,学前教育(省属公费师范生，面向济宁市就业),3,免费,4,不限,,,,心理学(师范类),96,86695,,,,61,70480,心理学(师范类),81,72860,心理学
本科提前批,A446,曲阜师范大学,5K,学前教育(省属公费师范生，面向枣庄市就业),2,免费,4,不限,,,,经济学,110,93180,,,,100,84734,经济学,120,87234,经济学
本科提前批,A446,曲阜师范大学,8D,思想政治教育(省属公费师范生，面向菏泽市就业),3,免费,4,思想政治,,,,,,,,,,,,,149,102535,软件工程
本科提前批,A446,曲阜师范大学,9Y,数学与应用数学(省属公费师范生，面向德州市就业),1,免费,4,物理和化学,,,,数学与应用数学(师范类),250,64460,,,,236,59483,数学与应用数学(师范类),182,56956,数学与应用数学
本科提前批,A446,曲阜师范大学,F5,英语(省属公费师范生，面向菏泽市就业)(外语语种为英语),5,免费,4,不限,,,,法语,28,151677,,,,25,77443,法语,27,74584,法语
本科提前批,A446,曲阜师范大学,F6,英语(省属公费师范生，面向济南市就业)(外语语种为英语),4,免费,4,不限,,,,俄语,27,119704,,,,25,88161,俄语,27,87573,俄语
本科提前批,A446,曲阜师范大学,J2,汉语言文学(省属公费师范生，面向济宁市就业),3,免费,4,不限,,,,,,,,,,,,,23,51969,汉语言文学
本科提前批,A446,曲阜师范大学,J3,汉语言文学(省属公费师范生，面向聊城市就业),2,免费,4,不限,,,,汉语言文学(师范类),198,47539,,,,202,49478,汉语言文学(师范类),151,50750,汉语言文学
本科提前批,A446,曲阜师范大学,J6,汉语言文学(省属公费师范生，面向日照市就业),4,免费,4,不限,,,,物理学(师范类),210,79896,,,,183,71881,物理学(师范类),222,71884,物理学
本科提前批,A446,曲阜师范大学,J7,汉语言文学(省属公费师范生，面向泰安市就业),3,免费,4,不限,,,,电子信息工程,29,80514,,,,28,93198,电子信息工程,28,97447,电子信息工程
本科提前批,A446,曲阜师范大学,J8,汉语言文学(省属公费师范生，面向威海市就业),1,免费,4,不限,,,,通信工程,22,84294,,,,22,96584,通信工程,21,101306,通信工程
本科提前批,A446,曲阜师范大学,M6,物理学(省属公费师范生，面向威海市就业),1,免费,4,物理和化学,,,,计算机科学与技术(师范类),89,78720,,,,96,80409,计算机科学与技术(师范类),64,81059,计算机科学与技术
本科提前批,A446,曲阜师范大学,M7,物理学(省属公费师范生，面向潍坊市就业),1,免费,4,物理和化学,,,,网络工程,29,90850,,,,35,99135,网络工程,33,105869,网络工程
本科提前批,A446,曲阜师范大学,R2,计算机科学与技术(省属公费师范生，面向滨州市就业)(日照校区),1,免费,4,物理和化学,,,,政治学与行政学,65,80198,,,,64,79932,政治学与行政学,70,83621,政治学与行政学
本科提前批,A451,鲁东大学,2A,汉语言文学(省属公费师范生，面向滨州市就业),2,免费,4,不限,,,,,,,物理学(师范类),102,95299,,,,,,
本科提前批,A451,鲁东大学,2D,汉语言文学(省属公费师范生，面向菏泽市就业),6,免费,4,不限,,,,,,,汉语言文学(师范类),106,62583,,,,,,
本科提前批,A451,鲁东大学,2E,汉语言文学(省属公费师范生，面向济南市就业),2,免费,4,不限,,,,,,,历史学(师范类),125,78956,,,,,,
本科提前批,A451,鲁东大学,2G,汉语言文学(省属公费师范生，面向聊城市就业),2,免费,4,不限,,,,,,,生物工程,59,122640,,,,,,
本科提前批,A452,临沂大学,2R,地理科学(省属公费师范生，面向济宁市就业),3,免费,4,地理,,,,,,,市场营销(就读于沂水校区),200,288241,,,,,,
本科提前批,A452,临沂大学,2S,地理科学(省属公费师范生，面向聊城市就业),2,免费,4,地理,,,,,,,电气工程及其自动化,31,130368,,,,,,
本科提前批,A452,临沂大学,2T,地理科学(省属公费师范生，面向临沂市就业),8,免费,4,地理,,,,,,,会计学,46,117130,,,,,,
本科提前批,A452,临沂大学,2V,地理科学(省属公费师范生，面向日照市就业),2,免费,4,地理,,,,,,,广告学(校企合作，与杭州时光坐标影视传媒合作),110,161490,,,,,,
本科提前批,A452,临沂大学,2W,地理科学(省属公费师范生，面向泰安市就业),2,免费,4,地理,,,,,,,电子信息工程,45,135866,,,,,,
本科提前批,A452,临沂大学,B2,小学教育(省属公费师范生，面向泰安市就业),3,免费,4,不限,,,,,,,,,,,,,80,249123,旅游管理(就读于沂水校区)
本科提前批,B065,青岛大学,2Q,小学教育(省属公费师范生，面向济南市就业),2,免费,4,不限,,,,,,,通信工程(地方专项计划),5,46907,,,,,,
本科提前批,B065,青岛大学,2R,小学教育(省属公费师范生，面向青岛市就业),2,免费,4,不限,,,,,,,服装设计与工程(地方专项计划),5,89549,,,,,,
本科提前批,B065,青岛大学,2Y,小学教育(省属公费师范生，面向泰安市就业),3,免费,4,不限,,,,,,,化学工程与工艺,32,53401,,,,,,
本科提前批,B065,青岛大学,30,小学教育(省属公费师范生，面向日照市就业),1,免费,4,不限,,,,,,,计算机科学与技术,112,35231,,,,,,
本科提前批,B065,青岛大学,32,小学教育(省属公费师范生，面向临沂市就业),4,免费,4,不限,,,,,,,汉语言文学(地方专项计划),10,38212,,,,,,
本科提前批,B065,青岛大学,36,小学教育(省属公费师范生，面向菏泽市就业),8,免费,4,不限,,,,,,,行政管理(地方专项计划),10,56042,,,,,,
本科提前批,B065,青岛大学,37,汉语言文学(省属公费师范生，面向济南市就业),2,免费,4,不限,,,,,,,应用统计学,64,55330,,,,,,
本科提前批,B065,青岛大学,3E,汉语言文学(省属公费师范生，面向济宁市就业),3,免费,4,不限,,,,,,,临床医学(5+3一体化),150,17002,,,,,,
本科提前批,B065,青岛大学,3F,汉语言文学(省属公费师范生，面向泰安市就业),3,免费,4,不限,,,,,,,环境科学与工程,52,57842,,,,,,
本科提前批,A439,山东第一医科大学,49,临床医学(省属公费医学生，面向青岛市就业)(济南校区),3,免费,5,物理和化学,,,,,,,,,,55,148018,公共事业管理,67,151439,公共事业管理
本科提前批,A439,山东第一医科大学,50,临床医学(省属公费医学生，面向淄博市就业)(济南校区),1,免费,5,物理和化学,,,,,,,,,,40,133473,劳动与社会保障(招收医疗保障方向),40,140492,劳动与社会保障(招收医疗保障方向)
本科提前批,A439,山东第一医科大学,52,临床医学(省属公费医学生，面向烟台市就业)(济南校区),2,免费,5,物理和化学,,,,,,,,,,22,155321,旅游管理,61,164506,旅游管理
本科提前批,A439,山东第一医科大学,54,临床医学(省属公费医学生，面向济宁市就业)(济南校区),2,免费,5,物理和化学,,,,,,,,,,50,173849,医学信息工程(校企合作，与大连东软科技有限公司合作),50,179127,医学信息工程(校企合作，与大连东软科技有限公司合作)
本科提前批,A439,山东第一医科大学,55,临床医学(省属公费医学生，面向泰安市就业)(济南校区),1,免费,5,物理和化学,,,,,,,,,,50,177648,电子信息科学与技术(校企合作，与健康力医疗科技有限公司合作),50,184515,电子信息科学与技术(校企合作，与健康力医疗科技有限公司合作)
本科提前批,A434,山东农业大学,1A,农学(省属公费农科生，面向济南市就业),8,免费,4,物理和化学,,,,,,,农学(新农科实验班),126,101501,,,,,,
本科提前批,A434,山东农业大学,1F,农学(省属公费农科生，面向烟台市就业),3,免费,4,物理和化学,,,,,,,人工智能,75,120991,,,,,,
本科提前批,A434,山东农业大学,1K,农学(省属公费农科生，面向威海市就业),7,免费,4,物理和化学,,,,,,,测绘类(地方专项计划),15,151717,,,,,,
本科提前批,A434,山东农业大学,1M,农学(省属公费农科生，面向滨州市就业),3,免费,4,物理和化学,,,,,,,植物生产类(C，地方专项计划),10,133577,,,,,,
本科提前批,A434,山东农业大学,1N,农学(省属公费农科生，面向德州市就业),14,免费,4,物理和化学,,,,,,,食品科学与工程类(地方专项计划),20,133956,,,,,,
本科提前批,A434,山东农业大学,1Q,农学(省属公费农科生，面向临沂市就业),3,免费,4,物理和化学,,,,,,,会计学(中外合作办学)(中德合作),140,182913,,,,,,
本科提前批,A434,山东农业大学,3A,园艺(省属公费农科生，面向济南市就业),1,免费,4,物理和化学,,,,,,,动物科学(中外合作办学)(中美合作),88,200473,,,,,,
本科提前批,A434,山东农业大学,3G,园艺(省属公费农科生，面向潍坊市就业),1,免费,4,物理和化学,,,,,,,国际经济与贸易(中外合作办学)(中德合作),60,190122,,,,,,
本科提前批,A434,山东农业大学,3H,园艺(省属公费农科生，面向济宁市就业),1,免费,4,物理和化学,,,,,,,土木类,40,136208,,,,,,
本科提前批,A434,山东农业大学,3J,园艺(省属公费农科生，面向泰安市就业),1,免费,4,物理和化学,,,,,,,公共管理类(地方专项计划),10,120106,,,,,,
本科提前批,A434,山东农业大学,3L,园艺(省属公费农科生，面向日照市就业),1,免费,4,物理和化学,,,,,,,商务英语(校企合作，与山东网商教育科技集团合作),60,141974,,,,,,
本科提前批,A028,首都师范大学,61,马克思主义理论,2,5000,4,思想政治,,,,,,,公共管理类,4,21617,,,,,,
本科提前批,A032,北京语言大学,14,西班牙语(外语语种为英语),2,6000,4,不限,,,,,,,翻译(英语),1,15439,,,,2,12679,翻译(英语)
本科提前批,A032,北京语言大学,15,阿拉伯语(外语语种为英语),1,6000,4,不限,,,,,,,翻译(本地化),1,19436,2,15257,翻译(英语),2,16665,翻译(本地化)
本科提前批,A032,北京语言大学,17,日语(日英复语)(外语语种为英语),1,6000,4,不限,,,,,,,,,,2,18334,翻译(汉英法),2,18249,汉语国际教育
本科提前批,A032,北京语言大学,18,日语(外语语种为英语),1,6000,4,不限,,,,,,,汉语言文学,3,16895,,,,2,16560,汉语言文学
本科提前批,A032,北京语言大学,19,朝鲜语(韩国语)(外语语种为英语),1,6000,4,不限,,,,,,,国际政治,1,24619,2,14830,汉语言文学,1,11170,国际政治
本科提前批,A032,北京语言大学,22,葡萄牙语(外语语种为英语),1,6000,4,不限,,,,,,,网络与新媒体,2,19717,1,23221,国际事务与国际关系,1,18682,网络与新媒体
本科提前批,A032,北京语言大学,24,意大利语(外语语种为英语),2,6000,4,不限,,,,,,,金融学,4,27043,,,,4,21104,金融学
本科提前批,A032,北京语言大学,39,阿拉伯语(涉外石油人才实验班)(外语语种为英语),1,6000,4,不限,,,,,,,,,,6,26175,计算机类,,,
本科提前批,A033,中国传媒大学,72,法语(外语语种为英语，须口试合格),2,6000,4,不限,,,,,,,大数据管理与应用,2,12280,2,7841,经济学类,2,10121,数据科学与大数据技术(传媒大数据方向)
本科提前批,A033,中国传媒大学,75,葡萄牙语(外语语种为英语，须口试合格),2,6000,4,不限,,,,,,,,,,,,,3,11676,数据科学与大数据技术
本科提前批,A033,中国传媒大学,76,意大利语(外语语种为英语，须口试合格),2,6000,4,不限,,,,,,,数字经济,2,9160,3,7179,广告学(计算广告双学士学位复合型人才培养项目),3,8592,数字媒体技术(游戏设计技术方向)
本科提前批,A036,对外经济贸易大学,21,俄语(含双学士学位项目)(外语语种为英语，可参加国际经济与贸易-俄语双学士学位项目选拔),2,6000,4,不限,,,,,,,,,,4,4011,数据科学与大数据技术,,,
本科提前批,A036,对外经济贸易大学,22,西班牙语(含双学士学位项目)(外语语种为英语，可参加国际经济与贸易-西班牙语双学士学位项目选拔),3,6000,4,不限,,,,,,,数据科学与大数据技术(含与保险学专业双学士学位项目),4,4701,,,,,,
本科提前批,A036,对外经济贸易大学,23,葡萄牙语(外语语种为英语),2,6000,4,不限,,,,,,,,,,5,4727,保险学,5,3372,法学类
本科提前批,A113,山西农业大学,4,种子科学与工程,3,4500,4,物理和化学和生物,,,,,,,智慧农业,2,136550,2,137940,智慧农业,5,154460,植物保护
本科提前批,A183,吉林大学,49,马克思主义理论(吕振羽班),2,5520,4,思想政治,,,,,,,管理科学与工程类,10,14586,8,11554,工商管理类(管理学院),10,7740,数学类
本科提前批,A183,吉林大学,50,马克思主义理论(PPE哲学、政治学、经济学)(教学涵盖哲学、政治学、经济学等学科的专业内容。旨在培养具有应用型创新能力和国际视野的高层次复合型人才),2,5520,4,思想政治,,,,,,,档案学,6,14278,6,14214,档案学,10,8401,物理学类
本科提前批,A183,吉林大学,51,马克思主义理论,2,5520,4,思想政治,,,,,,,,,,,,,6,28718,物理学(中外合作办学)
本科提前批,A213,哈尔滨工业大学,27,俄语,7,4000,4,不限,,,,数学与应用数学(中外合作办学),2,12768,,,,,,,,,
本科提前批,A246,复旦大学,17,马克思主义理论(望道班)(入学后不转专业。教育部“双一流”建设学科，全国首批重点马克思主义学院；含牛津大学、伦敦政治经济学院、加州大学、维也纳大学、新加坡国立大学等校交流项目),2,6500,4,思想政治,,,,,,,,,,,,,9,319,经济学类
本科提前批,A271,上海外国语大学,5,俄语(外语语种为英语，俄语，须口试合格),4,7150,4,不限,,,,,,,,,,2,5711,法语,2,4338,法语
本科提前批,A271,上海外国语大学,15,希伯来语(外语语种为英语，须口试合格),2,7150,4,不限,,,,,,,西班牙语,2,7995,2,6039,翻译,,,
本科提前批,A271,上海外国语大学,16,越南语(外语语种为英语，须口试合格),2,7150,4,不限,,,,,,,,,,2,6208,商务英语,2,5279,商务英语
本科提前批,A370,安徽师范大学,5,马克思主义理论,2,4900,4,思想政治,,,,思想政治教育(师范类),3,42372,法学,2,40725,5,66684,旅游管理,5,54139,行政管理
本科提前批,A414,江西师范大学,3A,马克思主义理论,2,4660,4,思想政治和历史,,,,金融学,2,61120,,,,,,,,,
本科提前批,A434,山东农业大学,5,种子科学与工程(新农科实验班),100,6600,4,物理和化学,,,,植物生产类(B),100,115636,,,,49,116006,烟草,36,130715,农业资源与环境
