专业大类编号,大类名称,专业小类编号,小类名称,专业编号,专业名称,专业原编号,专业原名称,专业变更操作
58,公安与司法大类,5803,侦查类,580301K,刑事侦查,680401K,刑事侦查,保留
58,公安与司法大类,5803,侦查类,580302K,政治安全保卫,680402K,国内安全保卫,更名
58,公安与司法大类,5803,侦查类,580303K,经济犯罪侦查,680403K,经济犯罪侦查,保留
58,公安与司法大类,5803,侦查类,580304K,禁毒,680404K,禁毒,保留
58,公安与司法大类,5805,法律执行类,580501K,刑事执行,680601K,刑事执行,保留
58,公安与司法大类,5805,法律执行类,580503K,行政执行,680603K,行政执行,保留
58,公安与司法大类,5805,法律执行类,580504K,司法警务,680604K,司法警务,保留
58,公安与司法大类,5806,司法技术类,580601K,刑事侦查技术,680701K,刑事侦查技术,保留
58,公安与司法大类,5806,司法技术类,580602K,司法信息技术,680703K,司法信息技术,保留
58,公安与司法大类,5806,司法技术类,580604K,司法信息安全,680705K,司法信息安全,保留
58,公安与司法大类,5806,司法技术类,580605K,罪犯心理测量与矫正技术,680706K,罪犯心理测量与矫正技术,保留
58,公安与司法大类,5806,司法技术类,580606K,戒毒矫治技术,680707K,戒毒矫治技术,保留
